,file_path,voice_id
0,../voice_data/training/4175_L/4175_L_0.wav,0
1,../voice_data/training/4175_L/4175_L_10.wav,0
2,../voice_data/training/4175_L/4175_L_100.wav,0
3,../voice_data/training/4175_L/4175_L_110.wav,0
4,../voice_data/training/4175_L/4175_L_115.wav,0
5,../voice_data/training/4175_L/4175_L_120.wav,0
6,../voice_data/training/4175_L/4175_L_125.wav,0
7,../voice_data/training/4175_L/4175_L_130.wav,0
8,../voice_data/training/4175_L/4175_L_135.wav,0
9,../voice_data/training/4175_L/4175_L_140.wav,0
10,../voice_data/training/4175_L/4175_L_145.wav,0
11,../voice_data/training/4175_L/4175_L_15.wav,0
12,../voice_data/training/4175_L/4175_L_155.wav,0
13,../voice_data/training/4175_L/4175_L_160.wav,0
14,../voice_data/training/4175_L/4175_L_165.wav,0
15,../voice_data/training/4175_L/4175_L_170.wav,0
16,../voice_data/training/4175_L/4175_L_175.wav,0
17,../voice_data/training/4175_L/4175_L_180.wav,0
18,../voice_data/training/4175_L/4175_L_190.wav,0
19,../voice_data/training/4175_L/4175_L_195.wav,0
20,../voice_data/training/4175_L/4175_L_200.wav,0
21,../voice_data/training/4175_L/4175_L_205.wav,0
22,../voice_data/training/4175_L/4175_L_210.wav,0
23,../voice_data/training/4175_L/4175_L_215.wav,0
24,../voice_data/training/4175_L/4175_L_220.wav,0
25,../voice_data/training/4175_L/4175_L_225.wav,0
26,../voice_data/training/4175_L/4175_L_230.wav,0
27,../voice_data/training/4175_L/4175_L_235.wav,0
28,../voice_data/training/4175_L/4175_L_240.wav,0
29,../voice_data/training/4175_L/4175_L_245.wav,0
30,../voice_data/training/4175_L/4175_L_25.wav,0
31,../voice_data/training/4175_L/4175_L_250.wav,0
32,../voice_data/training/4175_L/4175_L_255.wav,0
33,../voice_data/training/4175_L/4175_L_260.wav,0
34,../voice_data/training/4175_L/4175_L_265.wav,0
35,../voice_data/training/4175_L/4175_L_270.wav,0
36,../voice_data/training/4175_L/4175_L_275.wav,0
37,../voice_data/training/4175_L/4175_L_280.wav,0
38,../voice_data/training/4175_L/4175_L_285.wav,0
39,../voice_data/training/4175_L/4175_L_290.wav,0
40,../voice_data/training/4175_L/4175_L_295.wav,0
41,../voice_data/training/4175_L/4175_L_30.wav,0
42,../voice_data/training/4175_L/4175_L_300.wav,0
43,../voice_data/training/4175_L/4175_L_310.wav,0
44,../voice_data/training/4175_L/4175_L_315.wav,0
45,../voice_data/training/4175_L/4175_L_325.wav,0
46,../voice_data/training/4175_L/4175_L_330.wav,0
47,../voice_data/training/4175_L/4175_L_335.wav,0
48,../voice_data/training/4175_L/4175_L_345.wav,0
49,../voice_data/training/4175_L/4175_L_35.wav,0
50,../voice_data/training/4175_L/4175_L_350.wav,0
51,../voice_data/training/4175_L/4175_L_355.wav,0
52,../voice_data/training/4175_L/4175_L_365.wav,0
53,../voice_data/training/4175_L/4175_L_370.wav,0
54,../voice_data/training/4175_L/4175_L_375.wav,0
55,../voice_data/training/4175_L/4175_L_380.wav,0
56,../voice_data/training/4175_L/4175_L_390.wav,0
57,../voice_data/training/4175_L/4175_L_395.wav,0
58,../voice_data/training/4175_L/4175_L_40.wav,0
59,../voice_data/training/4175_L/4175_L_400.wav,0
60,../voice_data/training/4175_L/4175_L_405.wav,0
61,../voice_data/training/4175_L/4175_L_410.wav,0
62,../voice_data/training/4175_L/4175_L_415.wav,0
63,../voice_data/training/4175_L/4175_L_425.wav,0
64,../voice_data/training/4175_L/4175_L_430.wav,0
65,../voice_data/training/4175_L/4175_L_435.wav,0
66,../voice_data/training/4175_L/4175_L_440.wav,0
67,../voice_data/training/4175_L/4175_L_445.wav,0
68,../voice_data/training/4175_L/4175_L_45.wav,0
69,../voice_data/training/4175_L/4175_L_450.wav,0
70,../voice_data/training/4175_L/4175_L_455.wav,0
71,../voice_data/training/4175_L/4175_L_460.wav,0
72,../voice_data/training/4175_L/4175_L_465.wav,0
73,../voice_data/training/4175_L/4175_L_470.wav,0
74,../voice_data/training/4175_L/4175_L_475.wav,0
75,../voice_data/training/4175_L/4175_L_480.wav,0
76,../voice_data/training/4175_L/4175_L_495.wav,0
77,../voice_data/training/4175_L/4175_L_5.wav,0
78,../voice_data/training/4175_L/4175_L_50.wav,0
79,../voice_data/training/4175_L/4175_L_500.wav,0
80,../voice_data/training/4175_L/4175_L_510.wav,0
81,../voice_data/training/4175_L/4175_L_515.wav,0
82,../voice_data/training/4175_L/4175_L_520.wav,0
83,../voice_data/training/4175_L/4175_L_525.wav,0
84,../voice_data/training/4175_L/4175_L_530.wav,0
85,../voice_data/training/4175_L/4175_L_535.wav,0
86,../voice_data/training/4175_L/4175_L_540.wav,0
87,../voice_data/training/4175_L/4175_L_55.wav,0
88,../voice_data/training/4175_L/4175_L_555.wav,0
89,../voice_data/training/4175_L/4175_L_560.wav,0
90,../voice_data/training/4175_L/4175_L_565.wav,0
91,../voice_data/training/4175_L/4175_L_570.wav,0
92,../voice_data/training/4175_L/4175_L_575.wav,0
93,../voice_data/training/4175_L/4175_L_580.wav,0
94,../voice_data/training/4175_L/4175_L_585.wav,0
